Day_Of_Week,Click_Hour,Click_Minute,Current_Cumulative_Sum,Target_Final_Daily_Sum
0,16,11,72981,109998
4,0,51,4405,130833
3,11,4,58167,133229
2,18,33,89116,111209
3,14,41,72388,118144
5,8,0,25802,75030
6,6,38,24431,85764
1,1,31,7731,136093
5,8,25,27106,81966
6,9,16,31339,85532
5,1,47,5614,78770
1,18,58,82003,105993
3,10,26,52558,115148
4,12,23,67966,124277
1,9,34,46038,117213
1,13,45,59148,104553
6,17,41,60285,84811
2,18,53,96941,122661
3,21,38,110278,121116
1,8,25,39774,109020
4,6,48,36125,122607
0,2,37,11418,118357
3,19,22,80971,101114
2,5,21,26050,109297
5,20,3,64304,78696
1,1,48,11053,139440
4,5,58,30275,123671
3,2,8,11749,131030
4,15,3,70051,118442
4,7,6,33306,119134
6,1,22,5114,86669
5,16,1,58452,83888
2,8,48,48835,133010
3,11,23,48675,109336
1,2,39,13204,119330
2,10,54,59265,122775
1,0,30,2659,117403
0,22,46,115651,123878
4,12,30,61232,128205
0,14,46,83364,130028
6,4,39,15286,80001
4,20,47,105829,116705
5,16,50,51878,72939
2,22,42,111725,123582
1,23,33,136631,138838
6,5,54,19475,74358
5,20,23,72801,86362
1,21,48,109353,126957
2,10,59,51361,121914
3,17,25,83769,120069
6,3,15,10707,80728
0,2,56,12364,97183
0,12,46,54672,108881
1,22,12,115732,116096
1,8,14,41927,130974
1,20,26,113096,118968
6,5,3,17203,75267
2,11,15,52441,111090
3,1,29,7178,126568
0,2,43,15079,133583
5,2,29,7850,77367
4,11,35,56965,126061
6,14,2,49877,84077
6,8,21,23980,71885
2,22,48,127763,139473
0,7,21,39776,131219
3,10,49,45798,104624
2,15,56,87537,119444
5,21,49,79039,89342
0,3,54,18664,112378
2,0,59,3999,96907
0,23,48,120988,120988
0,6,11,29506,112122
6,1,54,6501,78663
3,23,20,114726,116453
6,4,55,16940,81771
4,6,3,30315,119909
3,3,30,16098,111160
0,4,43,22095,117797
2,23,30,99986,102425
5,0,57,2922,72947
3,0,22,1425,91437
4,14,53,73276,117105
0,19,52,105696,129191
5,18,19,55118,72427
3,9,14,47568,127164
6,17,22,57818,78670
6,2,27,8024,79486
3,10,15,51060,118486
3,14,36,58283,91242
3,10,20,49343,118817
5,16,14,55856,80187
6,16,16,53796,79239
2,5,49,37158,139248
4,4,36,23293,122860
4,7,12,34615,111509
0,1,18,7299,134653
1,15,29,61262,102043
2,19,44,86254,107708
6,23,17,70759,70759
0,11,13,63105,138010
0,5,35,25504,123323
3,0,35,3072,126594
1,3,19,16070,123010
6,16,51,58067,82165
1,12,18,66700,120780
2,17,44,94156,122709
1,4,43,25623,121076
0,23,6,106564,113914
1,23,56,118348,119533
1,2,43,13167,122735
4,10,52,52958,121105
6,12,3,32996,68911
6,3,58,11707,75789
0,13,33,78907,130828
5,21,1,65966,84130
1,10,4,56402,125847
1,9,54,47798,109078
3,18,9,81598,105268
6,17,31,54172,78603
1,5,41,25683,117774
6,14,40,47307,79594
1,20,12,115387,132939
4,9,38,48894,121795
0,4,4,22241,138489
6,4,57,17992,82497
2,9,9,39630,95874
0,4,9,22320,130560
3,2,37,11500,104904
0,22,26,105696,122305
1,5,59,27405,112253
3,3,50,23165,141427
0,17,20,98785,134395
3,8,7,37108,112581
2,16,0,78065,118726
0,12,27,62098,122445
6,14,48,48314,79454
6,19,38,71568,85673
5,16,13,46691,76640
1,12,20,57763,112824
3,15,29,78741,119955
5,21,20,75054,86915
5,3,48,11837,76599
4,4,8,18899,112265
3,4,16,21947,126483
5,8,4,27524,81868
4,16,57,91625,128904
5,12,56,41673,86406
1,1,30,7513,116411
2,12,51,67548,128016
4,21,39,111338,112546
2,20,37,96034,118877
3,22,42,108845,120295
1,18,18,89109,118063
4,2,35,15889,144630
3,9,49,43164,116934
5,1,32,4680,76429
6,12,12,44304,84654
0,18,13,89888,124319
3,16,55,98978,131420
2,20,32,95925,114724
1,13,28,50853,94897
1,11,42,60090,119613
3,20,48,112520,120171
5,11,35,36667,74423
0,10,57,67953,140109
2,6,43,35245,116199
3,3,9,13951,111437
3,18,30,87423,108330
6,0,5,261,81368
1,23,56,124793,124793
2,2,0,9511,114543
0,12,6,68429,127786
1,14,57,82200,124653
3,1,26,7397,120432
1,10,20,48494,110975
1,3,27,16978,115181
4,18,15,72998,95702
1,16,55,85981,122357
5,2,45,9693,78902
1,17,22,95089,121884
5,7,51,25351,78062
2,21,19,111317,123858
1,23,37,117474,118896
0,18,53,87160,120486
5,4,24,15712,87170
5,6,27,21932,75566
3,20,4,96978,120504
2,7,55,41084,112641
1,4,20,24580,128601
6,16,17,56216,81226
0,4,46,24943,122163
3,3,5,14852,121165
2,21,56,114942,127462
5,18,28,65960,79961
0,20,18,104071,126940
1,1,32,6656,98939
6,10,0,31165,80328
4,21,44,115158,135273
4,12,2,63239,115178
2,14,41,74820,122366
6,11,20,34755,75636
0,21,34,96479,100516
3,20,40,103012,112612
0,21,39,108136,114598
6,10,2,34730,85513
5,6,24,21260,80889
4,4,44,22566,112665
2,16,37,85889,119889
1,23,44,108226,112297
0,19,54,104894,125435
4,8,19,44533,126816
3,13,51,88326,143803
2,11,43,66496,131256
1,5,44,27043,122431
0,16,33,77634,113797
3,18,20,89549,122937
1,18,55,99917,123265
5,15,54,53694,77472
4,11,47,63083,127837
5,11,22,39417,84358
4,19,5,93796,117556
3,5,50,30836,125558
5,22,52,76940,83423
4,3,12,14766,117932
2,5,48,25728,118622
3,10,22,51279,111643
4,0,8,750,131739
0,23,16,108393,109819
4,22,1,120150,123181
5,14,18,46385,83064
2,10,18,43312,110513
1,18,55,96987,120731
1,17,6,80177,110903
4,16,53,86047,133910
1,18,41,86071,108612
4,20,41,95824,113461
2,13,58,60178,107757
1,17,19,75507,106423
5,18,8,56961,85873
5,14,16,52252,90580
0,14,26,70439,121402
4,3,46,18298,113434
1,6,1,32102,129076
5,12,35,39176,72407
6,2,18,6708,80231
2,15,16,67813,111274
2,8,4,39228,113554
6,7,38,25366,81006
6,19,17,66186,79034
0,12,52,61442,125974
2,16,53,79848,109503
2,16,58,79065,115532
1,16,6,78550,121568
4,0,16,1300,111507
3,7,38,44997,133709
2,18,35,78163,95980
2,5,39,29109,112212
3,2,44,13915,114904
2,4,3,14836,91560
1,12,37,56138,106037
1,14,24,74387,126252
3,13,4,72143,120302
5,22,29,74218,75077
2,15,11,84883,135452
5,17,3,64920,87541
2,21,23,102948,123132
4,21,28,109273,120659
2,10,8,37605,93449
1,2,3,8293,106054
0,21,50,114400,121006
6,9,23,31009,75868
0,9,13,48274,122896
0,20,4,92021,111075
0,15,17,77169,129374
6,11,41,36266,79091
5,1,56,5771,75293
6,8,18,24105,70527
5,23,11,79199,79199
6,2,17,8177,81627
6,23,16,76053,85497
2,14,29,72886,125115
5,2,23,7119,74374
2,18,10,78532,118785
4,17,34,83846,111399
2,7,22,36130,119178
0,16,16,87523,129867
3,7,0,35980,115585
3,6,14,33634,128933
1,6,31,33839,127370
1,2,59,14961,117010
2,0,8,783,133888
6,3,14,12031,88004
6,4,27,16837,87782
3,0,23,1971,124341
0,14,59,74511,119841
5,4,34,16818,87894
0,12,21,58987,119117
0,7,26,35497,117962
2,7,18,34923,107417
2,4,44,25570,117823
4,8,11,41215,111961
0,0,19,1550,125859
6,3,0,10447,89970
6,2,20,7413,81082
0,1,48,10353,137123
2,7,44,32880,118714
2,22,0,98087,110249
4,8,9,46371,127577
4,1,46,8922,115535
1,13,58,67592,119182
3,13,58,66018,115957
0,3,31,16851,111832
6,5,38,21597,87901
0,10,59,52177,117136
4,2,21,10222,105633
4,7,17,37011,125510
1,2,47,11685,107944
3,13,45,61460,108467
1,12,31,67785,131926
6,12,26,37625,77514
3,1,27,6039,96835
5,12,17,43090,82207
0,18,58,95647,116961
1,5,38,26593,117823
4,15,48,69299,116854
1,1,28,7649,122316
5,7,17,23535,80218
1,16,43,89684,134761
0,22,7,90884,105237
5,1,53,6389,82562
4,9,30,53988,126421
4,15,33,70987,112403
2,5,6,22053,109762
5,1,35,5224,76695
2,1,17,5937,110091
2,12,59,55103,113933
0,23,37,128873,128873
1,14,58,83037,120347
4,1,8,4191,102028
4,6,58,37439,137470
1,2,8,8743,114699
4,7,45,37308,115972
1,22,7,118533,122557
5,13,50,45371,78304
0,23,34,139611,139611
0,22,17,99990,103399
6,21,4,76178,79978
0,6,13,34922,127430
1,20,27,99044,118628
6,6,29,21596,79678
1,0,3,257,129342
3,16,38,72740,106180
6,8,19,25869,74423
4,20,24,88373,104412
4,12,27,60143,108646
3,20,11,97085,117382
3,18,1,99662,139249
0,20,42,96456,116917
3,18,13,93816,119680
1,21,21,111106,134320
2,16,30,79626,116996
1,22,22,107544,108215
6,22,47,84979,88226
3,9,19,51711,133707
4,9,37,48280,120708
1,3,54,21471,139306
4,7,3,35814,127379
1,21,14,99481,113551
4,19,23,98649,120510
5,19,24,62973,74378
1,17,0,80636,113315
6,13,6,48343,82957
4,17,56,105085,130186
2,13,30,75220,128610
6,19,11,73247,86350
0,20,41,111150,135695
1,23,4,118665,130994
2,14,43,87325,138816
0,21,49,117314,138331
1,3,41,15912,105209
2,12,37,59456,108901
2,22,59,109962,109962
6,7,11,22437,75931
5,17,38,54132,76151
2,11,17,54613,114331
5,22,1,63739,73422
3,13,9,75525,139046
6,1,14,3972,77330
4,17,29,101518,139553
6,23,43,72770,73315
0,1,57,8992,115492
4,10,16,41184,99907
4,8,3,38042,117820
5,11,6,37130,87358
4,16,40,86216,122065
2,14,30,76306,120892
5,16,50,55751,76443
4,17,59,92609,125236
5,21,58,75955,86493
3,5,54,31646,124113
5,16,38,59678,83443
1,22,54,117673,121999
2,23,33,129574,129574
0,17,5,76599,107756
1,7,49,37676,117187
1,8,37,41804,118814
1,5,44,25296,114857
4,4,57,27485,128998
5,11,50,37150,75746
5,10,33,34420,76356
6,0,43,2530,77591
4,10,14,54732,130920
2,18,13,77134,115075
4,8,5,42975,124600
4,1,49,10667,139757
4,11,36,55527,119251
2,3,49,21266,131120
6,3,31,12675,83233
2,17,2,88080,130271
3,14,2,69012,119831
6,18,21,65560,79850
3,12,21,53136,107126
3,18,9,85133,112199
3,16,50,69437,113953
5,5,2,14068,72447
1,15,11,71333,111874
1,23,28,111725,111725
3,11,47,50128,109560
3,18,16,95950,125598
0,4,6,20353,121426
1,16,12,92545,130867
0,22,55,113625,126712
6,0,1,56,79587
0,23,3,103983,111927
4,22,9,124726,133653
5,9,38,32899,81683
6,14,23,45734,77284
2,22,16,112571,118503
1,20,51,96052,110323
3,20,5,97229,116967
6,10,18,30694,72818
3,12,4,57712,114344
2,4,31,23216,122009
6,0,9,474,79910
1,23,8,98585,104098
6,11,26,34911,77364
3,10,12,48410,114133
3,16,18,74812,113515
4,3,20,17500,121326
0,14,23,70925,114495
6,8,37,30294,88461
3,20,3,110162,131880
5,19,23,66821,80176
1,18,58,90125,115050
5,18,34,56760,76143
2,11,2,52509,120820
6,4,3,13156,74771
4,9,56,49274,113911
1,16,36,74089,108242
4,4,39,24057,119584
0,21,47,89644,115959
3,15,53,89546,126883
1,6,34,34381,126651
2,8,30,46727,131007
6,2,55,9977,83434
0,14,43,81349,124010
0,15,24,68495,112725
4,17,39,85119,107795
0,13,12,64903,115713
1,2,3,11510,130687
4,11,45,55990,116276
0,8,13,43404,135654
6,6,12,22868,84588
2,8,26,41416,116059
6,12,5,41285,76775
5,17,16,59823,83966
1,4,35,20692,110674
2,12,39,78117,138588
2,3,48,21266,122594
4,1,34,7849,120187
3,15,16,68223,111444
4,8,40,49521,131795
1,8,1,41280,125172
1,5,56,32157,126292
4,10,12,48209,114924
3,21,51,125981,128341
6,23,1,75656,81748
4,21,51,105639,113312
1,0,27,1935,105830
3,3,42,19123,125813
1,12,58,55172,104266
3,22,25,117694,121520
3,12,21,62178,115527
4,12,46,72276,132186
4,1,42,8177,116071
4,8,54,48946,131072
3,23,2,114857,114857
3,7,34,42890,129999
1,6,59,35408,140603
2,3,57,17747,109319
4,17,11,87020,122920
5,2,23,8463,82465
1,5,4,25388,120665
1,11,19,58919,120617
0,11,38,58645,127884
4,20,38,104865,120410
6,7,12,26787,85446
1,21,40,109815,131322
0,21,56,99970,99970
5,0,52,3118,81498
5,3,44,12129,77969
6,20,11,66656,82685
4,10,12,47631,113063
3,2,55,15717,128792
0,12,9,57684,111488
3,16,32,79817,107777
5,21,56,74157,83124
5,21,39,77929,84024
2,9,53,41432,107563
2,20,15,104419,126369
6,11,44,38366,77026
2,14,34,73091,116402
2,20,2,94054,117086
6,9,55,32814,81207
1,13,4,77058,131903
2,12,25,64142,117172
1,4,10,22198,126546
1,5,6,23715,125652
4,23,52,128793,128793
1,1,55,9605,120393
1,21,9,96183,110876
2,16,41,78106,115375
1,3,51,20172,123428
3,13,33,79524,138184
6,9,2,30622,77666
2,2,7,10770,128047
6,2,30,8174,79720
0,14,10,78743,121104
2,5,44,32649,135153
1,16,6,84888,127642
3,11,44,50121,107587
6,21,1,68340,76116
2,19,5,110839,132562
3,23,40,121418,121418
6,10,31,34224,79127
0,3,19,15730,111810
5,5,56,19646,73340
0,0,33,3137,129944
5,19,49,65665,82773
4,22,15,117114,144753
5,15,24,54579,83815
4,14,11,72251,117565
2,16,6,70941,111842
4,7,38,35050,110251
3,11,16,57144,123354
4,21,44,104784,115112
3,20,10,111768,136737
6,9,5,32724,81224
6,14,22,46424,76983
5,8,26,27839,82867
5,1,45,5465,71661
5,4,5,13540,84952
4,5,37,28484,114369
5,6,1,19753,75075
4,20,21,113124,124746
4,0,19,1577,120517
1,22,24,102824,112971
1,6,14,31051,119057
4,19,59,101067,121896
6,11,48,35355,74334
3,15,28,69642,111142
2,15,7,72573,117371
0,10,36,50085,120448
1,20,48,113463,126626
4,3,51,17746,110915
0,12,32,54931,106834
1,6,21,31671,126739
2,3,49,15702,104820
3,14,46,89651,132849
4,18,4,86363,118440
2,8,38,38747,104524
6,10,17,34557,80002
1,7,37,33835,123791
4,0,53,4598,114672
0,22,52,118441,120200
6,23,36,72450,76619
6,7,29,24018,77140
5,12,50,42374,84076
3,21,30,114392,117010
6,3,9,9633,76886
1,7,14,40166,136850
3,2,41,10751,99800
4,8,58,49106,130910
5,1,47,6221,78364
2,1,43,10071,129239
3,12,17,57430,114495
0,14,22,62406,102317
1,22,32,118638,125844
0,11,15,49294,110590
3,3,53,19250,106117
5,7,37,25228,74424
2,8,34,45403,126009
2,22,33,121394,121394
0,4,27,25137,127824
4,23,1,121997,126690
4,19,29,95531,115790
5,17,12,57131,74114
2,10,40,48644,114885
0,14,15,75859,117896
0,21,58,99843,110327
0,8,4,44820,123904
3,16,54,92046,130751
5,11,27,42020,86616
4,6,52,37934,132812
4,9,38,47329,121135
3,9,44,48974,122410
1,12,19,56507,103005
3,18,23,69039,101927
5,10,26,33624,82455
0,12,29,64111,127897
3,20,57,93557,113286
0,7,44,47373,136700
5,7,26,25352,77013
6,3,25,12177,83082
5,14,6,41784,73464
2,10,41,68744,144769
0,10,46,44426,107574
4,0,52,5008,125282
3,16,58,79725,116772
6,14,37,45104,75043
5,19,4,58437,75170
0,5,22,24576,116137
6,23,27,83392,83392
1,21,33,132731,142212
2,14,52,79286,120662
1,8,14,41175,127848
5,13,31,44915,79035
1,17,25,89495,120192
1,16,47,83800,118233
2,17,30,87897,127969
2,4,18,24930,132046
2,19,8,95368,118903
6,19,28,61340,79417
2,8,53,45434,135300
1,10,57,60391,128468
4,23,50,114839,114839
4,21,38,97440,113881
2,0,3,235,111876
6,17,2,61478,82066
3,5,55,24907,107882
0,1,28,7561,126768
5,14,51,48301,81571
6,20,10,75208,85304
3,13,32,72254,120172
5,4,37,14524,74908
3,5,57,31208,131414
3,5,10,28282,134350
4,21,26,116422,134608
0,17,32,84381,121436
3,13,20,59921,108412
2,9,38,45204,109474
5,13,30,49453,85813
6,12,37,42512,80901
4,2,45,13868,120688
5,5,1,15655,75203
2,7,26,34234,118198
2,11,35,60777,124927
3,12,10,57561,116959
2,10,46,45513,108781
0,11,17,57207,119467
2,0,58,4334,111015
3,16,0,79085,117292
5,15,34,58094,85925
2,10,34,49188,117294
4,12,30,72054,137709
6,17,27,54033,81712
4,10,38,54477,114206
4,11,0,46515,108888
5,5,24,17455,79630
1,8,42,50871,131533
6,15,37,47510,73881
4,3,19,16770,129080
4,2,2,11589,132084
1,15,50,76617,112259
5,23,1,72422,77985
6,11,17,36236,79153
4,10,43,53080,121518
3,4,9,19361,113139
5,17,4,55769,86625
6,18,8,56256,75138
4,22,1,104266,104351
4,22,33,114570,127656
1,5,59,27885,115213
6,21,37,68589,80942
3,17,30,89998,119761
5,5,9,19295,84816
2,3,49,23053,136888
0,11,11,49869,114145
3,18,35,86527,109023
2,1,53,10518,125079
3,16,20,79138,113395
6,10,48,36112,78376
2,10,46,54795,125095
6,20,5,69839,82551
2,15,47,73618,105427
3,1,48,10463,137259
1,1,2,5078,125794
3,22,9,105841,117357
6,7,4,19709,63122
3,12,45,67516,125058
2,9,25,51205,129733
0,7,20,33405,112440
2,3,44,20379,123661
4,14,25,74778,114932
3,0,37,3226,118110
5,10,43,39611,82742
3,6,25,31490,119933
1,16,7,83384,127355
6,19,4,62426,79197
5,23,14,76235,78599
2,17,58,85368,106421
1,21,15,108979,116302
3,21,0,124258,138286
2,11,15,48518,111484
2,8,36,38687,117917
4,4,2,19496,114636
4,9,51,49043,114459
0,3,46,19037,121782
4,4,30,27532,134007
6,9,12,26374,72740
5,10,55,32769,76676
2,20,15,120345,147532
4,23,54,116058,120785
0,9,42,47381,114227
3,7,20,40117,134120
5,1,1,3011,77052
4,22,53,136079,136629
2,7,26,31436,111293
3,15,37,82707,134300
6,21,25,65262,79592
2,4,57,27696,132910
3,2,58,17343,139017
6,11,37,43776,82532
6,12,45,47530,85559
5,12,24,47371,85522
2,9,10,42437,109528
4,3,7,13829,111965
4,8,7,42557,125036
0,21,32,111160,120330
3,23,52,118328,118328
0,22,6,109204,121462
1,1,37,8688,125912
4,18,20,92256,126682
3,0,7,603,130941
5,6,50,25156,93574
0,16,53,84370,119786
5,2,20,7200,78694
5,19,55,65017,80047
5,19,19,68570,81514
0,20,7,90011,113212
1,2,57,15575,129993
6,2,45,9116,79280
6,16,30,55350,79528
0,6,49,29106,105101
6,13,56,44308,73432
2,16,28,92830,131418
6,17,47,63296,80817
4,12,8,60977,121108
0,19,14,109387,140089
6,19,29,67188,85689
0,20,25,102453,118614
1,17,9,66132,94325
2,3,28,16212,115526
0,0,53,4624,128520
4,17,15,94158,135639
6,0,35,1951,79518
4,12,19,59438,124622
6,19,44,65698,78711
0,19,53,102875,120112
5,22,36,72671,79482
6,9,21,32326,75702
5,10,6,35127,83396
2,8,22,35522,110525
4,8,40,41819,117458
5,4,39,12896,66352
4,0,28,1874,94298
6,16,15,51933,77701
6,21,37,63864,74683
2,1,27,7765,135976
6,23,47,73937,77131
2,12,37,59513,116457
5,8,30,24441,73163
6,3,13,10533,81581
0,4,52,27160,129668
3,10,32,58540,123226
1,23,56,131055,131055
3,18,8,94198,117033
3,20,56,100643,110028
4,2,26,12605,119351
2,11,23,56912,122051
4,18,12,82465,107984
5,18,25,63040,83917
1,12,28,63948,124473
5,6,50,23963,83878
0,14,48,75581,118341
1,22,42,112428,116403
4,6,27,36042,135206
6,7,27,23376,75098
6,4,7,15890,90676
4,20,22,100559,114672
5,13,28,40680,78458
4,3,4,15235,126019
4,22,41,119282,119585
3,9,6,41061,108623
0,19,41,90850,113174
6,14,35,43875,73171
3,17,40,89180,122769
4,19,26,114057,137037
2,12,57,57661,113131
3,7,45,35480,109739
4,8,1,40209,118914
6,15,24,58351,89170
4,18,8,80623,105531
0,15,52,91237,134536
5,6,26,19784,75981
1,13,0,58148,112656
3,13,22,65036,103998
3,3,9,16426,127065
3,14,41,71701,118288
4,2,51,14942,121707
0,4,24,21972,110991
4,0,53,4182,116809
4,2,2,9267,115134
5,14,5,42517,77253
2,23,57,113304,113304
0,7,5,29285,104658
3,3,52,23696,147284
1,1,1,4285,106365
3,23,57,112757,121814
4,23,57,100574,102279
0,9,17,36877,100029
6,3,22,9947,73456
0,2,1,11255,121743
0,1,11,6677,132614
2,16,21,88406,123995
3,22,36,116190,118501
2,20,19,93072,110503
6,23,38,73205,76012
6,19,23,66971,81902
5,22,47,79890,83453
1,12,19,60021,120379
5,4,0,14764,88018
4,20,0,93689,116543
2,8,16,43614,127718
2,21,58,115477,128317
5,5,0,16268,83378
4,4,52,20970,117191
0,9,51,52800,134989
4,7,44,45431,129328
3,6,29,32107,120723
5,6,40,23816,82538
4,5,46,26509,123440
0,20,2,100650,126980
4,19,45,70929,92454
2,2,54,14654,122518
1,18,10,98296,115833
2,21,23,107363,117791
6,14,21,53561,82578
1,3,43,18120,118518
6,11,44,40434,77422
4,5,25,28778,115536
3,18,12,97784,129655
4,3,0,13614,111936
0,14,23,71425,127587
4,8,9,40125,120016
1,4,34,23599,123520
2,12,23,68244,120071
3,22,27,110595,126416
6,17,35,53858,73293
4,4,15,17036,105801
4,15,39,79241,124170
2,18,15,76889,99564
3,13,58,68456,114694
5,15,16,57044,87112
6,14,50,50595,80266
4,21,53,106103,113084
4,3,14,16570,122715
5,6,15,20102,81461
6,15,14,49905,86647
1,23,56,110817,114249
1,21,33,100502,112687
0,20,10,85533,95786
2,21,0,105705,121417
3,20,14,107975,129347
4,7,25,41000,130166
6,16,50,61298,88592
4,15,3,70132,107483
0,22,42,120216,120216
6,9,4,31929,76175
6,9,34,28446,71020
4,1,12,6248,122893
2,8,9,48150,131418
0,16,10,75285,112608
2,10,17,52188,117800
0,9,33,51174,136346
4,21,38,104739,118031
0,16,40,78840,107326
1,3,41,16764,113306
6,15,49,53952,82394
3,19,22,91866,123571
4,14,6,71778,111040
5,20,58,67703,72895
3,4,38,21950,112639
4,5,2,21239,98766
3,16,11,84626,123066
1,0,6,541,121484
3,18,48,95512,125177
0,3,25,16715,113270
3,16,32,81460,112204
4,8,36,47138,124014
5,23,47,72630,82625
5,1,14,3392,68057
2,7,1,34473,124245
6,14,40,47127,76544
3,6,6,23897,104563
5,5,31,15679,75983
3,0,3,298,129084
6,14,19,48548,78947
5,22,49,75754,79204
6,6,52,22261,76418
3,16,35,89744,128937
4,1,31,9036,136201
3,8,27,44284,129885
6,8,12,28573,82855
4,12,0,54066,106917
4,5,59,28718,121556
2,5,55,32145,122565
5,19,34,69867,87650
0,19,47,115676,133538
4,20,29,102188,119048
6,2,53,10657,82010
5,16,35,53213,81242
1,16,56,82872,124193
3,11,54,53025,112014
6,15,24,51563,79827
1,14,15,75451,117982
6,12,57,45724,78488
3,22,18,97295,118385
2,0,0,0,120347
6,16,4,46665,83049
4,2,50,12879,104924
0,14,21,81496,129084
4,3,23,17020,120980
3,3,42,20170,130288
6,17,44,47013,63394
0,16,51,71958,106677
4,18,36,85368,107825
0,10,52,47923,107081
3,19,35,106551,124778
2,2,35,14423,134769
2,7,3,32144,114350
6,13,35,41652,79715
4,0,51,3364,104765
1,13,52,74993,121803
3,1,17,6619,126685
4,22,49,102014,105518
4,3,15,17398,117961
2,23,40,121864,127159
6,18,17,58960,79902
0,5,21,29530,133354
3,0,1,85,123536
0,16,20,94712,127167
5,7,35,24896,73073
5,18,43,66709,82965
3,20,38,115567,125340
6,0,46,2663,84127
1,4,38,23576,120321
5,15,28,45468,71634
2,5,53,29266,127620
1,7,25,45610,139212
4,12,20,64117,121538
5,15,16,47647,74837
2,2,15,11071,118115
4,18,59,90808,124156
1,11,30,59319,130158
3,15,50,70656,105329
4,10,8,49361,120085
0,9,30,53284,136095
3,19,13,93667,117597
3,3,48,19775,129310
1,11,36,57461,124931
1,22,1,109270,129558
2,1,51,8562,111902
2,23,47,111945,111945
0,21,45,99981,120202
3,18,13,79357,104677
6,4,58,16533,78786
0,7,32,36557,122528
0,6,34,40398,137846
6,13,57,45248,79377
6,23,38,72683,74186
6,22,57,75116,79191
1,2,46,11594,110353
0,17,50,92375,118349
0,15,19,87663,144254
4,22,1,108064,119208
6,18,50,59486,73606
6,18,40,61651,73870
2,17,18,71749,105218
2,19,58,100129,123104
3,15,36,84411,121467
2,7,17,38285,123299
5,0,15,829,77036
3,16,3,68955,108830
6,11,11,31124,68086
4,20,28,100647,119022
2,10,6,53106,131849
4,4,13,22243,138173
2,11,54,64729,133965
2,16,11,92588,128601
4,5,34,25579,109956
0,0,4,344,115911
0,4,16,21900,122099
0,13,57,63547,113675
5,4,41,16114,77622
0,21,31,115253,127204
2,23,9,125362,125362
6,0,42,2148,77829
1,17,16,83971,110954
4,15,4,85528,129328
6,8,44,30625,82959
1,18,41,82618,110590
6,21,8,78465,89314
5,4,48,16617,80623
1,1,32,8072,124880
3,14,35,75238,120208
0,6,35,35476,123101
5,3,17,11292,85307
6,0,8,445,85042
2,12,56,57861,107573
0,19,28,95099,119211
0,21,49,114123,120798
1,6,13,29441,120113
3,14,24,79936,126761
0,22,14,116559,117845
6,13,5,45751,83925
6,22,55,80662,84219
4,18,41,103481,138233
4,21,28,105123,120807
0,23,14,135991,143407
1,19,28,107416,123520
1,23,3,112791,117863
2,17,17,74654,111005
5,9,49,33836,81681
5,8,56,31570,81450
5,7,48,26606,81969
3,9,43,53868,123948
1,16,38,82611,114738
2,1,15,6014,121869
4,5,10,27804,132819
6,4,13,13654,76848
5,8,2,22137,72147
4,4,50,22165,108241
4,17,49,80217,118494
0,19,41,98803,114606
3,8,37,48552,129365
2,16,44,69767,97602
3,16,41,70905,105568
0,11,17,56387,118926
2,6,57,38235,135513
2,2,19,11193,122258
1,9,57,43398,106484
3,1,47,8307,108028
3,2,24,13702,136729
1,15,56,81022,113788
4,1,37,7733,110570
0,23,12,134572,134773
3,9,3,45115,130110
1,5,54,32166,132740
6,21,13,66580,79548
2,10,32,45552,104748
5,22,27,77362,85673
6,6,51,23004,82150
1,14,36,79208,123646
5,5,7,17922,82113
4,19,43,88586,102662
0,8,33,42146,128596
5,21,43,67534,74419
4,19,4,107068,128557
5,11,53,39551,74285
2,18,4,77688,111860
2,19,30,90918,113900
2,2,44,12641,105543
2,14,8,70223,120404
1,1,41,7516,112273
2,20,31,100833,127862
6,1,32,5042,82849
2,21,2,109831,136881
6,2,29,8817,84968
1,5,49,31705,125206
2,14,11,74197,134000
4,9,28,45435,113723
4,8,2,36672,105117
3,0,25,2117,122000
4,15,56,64566,105773
0,5,29,33660,144539
0,8,8,45474,134554
0,3,25,20006,141639
1,1,1,4970,120624
4,3,2,15931,125505
6,0,45,2493,77820
0,18,3,108471,128829
3,9,24,42476,107844
1,20,50,88293,94569
3,14,12,67507,112092
4,21,38,94574,105445
2,18,43,105889,134779
3,15,34,84136,138156
2,20,54,93694,105970
1,23,22,116520,132917
3,21,8,109125,129513
3,3,1,13182,104302
5,1,53,6657,80062
1,12,40,64582,114198
1,0,43,3761,127479
0,16,30,74628,107712
4,12,43,66163,119011
3,3,46,16576,113140
3,6,1,31902,124733
6,16,31,54380,82431
1,8,17,39229,114647
1,3,12,15354,117867
4,18,45,112043,140360
1,0,4,330,115831
2,9,57,47458,109589
2,3,41,19648,125834
5,8,43,26957,73592
2,12,9,58552,105847
2,13,55,76233,142314
4,9,42,51066,116475
3,5,24,25770,116221
2,15,33,81034,121598
5,5,36,17941,78164
1,16,29,68390,103202
2,9,6,47674,122759
5,17,5,63293,84515
4,21,53,113205,121287
6,17,54,61343,84539
6,2,2,7844,78427
6,19,12,73455,86627
1,20,2,116468,133308
5,14,25,44341,75144
2,14,56,77315,128266
3,3,23,14684,105646
1,8,52,41108,105562
1,18,5,82480,115171
6,23,42,86503,92541
3,16,59,87708,120688
6,10,57,40544,87469
1,8,48,43285,122780
2,9,41,50006,131092
6,17,11,62809,81841
